SRNo P0                 error_P0  rndm1    P1             error_P1  rndm2
2428  0.8518902768             2  cn95       2.865E-15         15  cn95 
2429  0.004888                 1  hrs+07                       0  
2430  1.33396499366            2  nab+13     1.773E-15          1  nab+13 

2431  0.008565431             18  slr+14                       0  
2432  2.09944017034            5  kmk+18     1.735E-15          3  kmk+18 
2433  0.1934045707829         15  lsb+17     1.05616E-15        7  lsb+17 
2434  0.0927090547             3  sdz+10     2.1163E-14         4  sdz+10 
2435  0.4266767865302          4  hlk+04     1.711E-18          3  hlk+04 

2436  0.352933478726           1  kmk+18     6.5998E-15         1  kmk+18 
2437  1.386961                94  slr+14                       0  
2438  0.0048727658629793      17  dfc+12     9.12E-21          10  dfc+12 
2439  0.00613316651555320      6  abb+18     2.9737E-20         3  abb+18 
2440  0.5189379874091          5  hlk+04     1.372366E-15       4  hlk+04 

2441  5.01248                  0  dsm+16                       0  
2442  0.303910924347           7  ebvb01     2.199E-16         13  ebvb01 
2443  0.2600144                6  kkl+15                       0  
2444  0.003961655342404        1  sab+16     2.744E-20          9  sab+16 
2445  0.3076828651978         17  hlk+04     3.10989E-15        3  hlk+04 

2446  0.3748062242             3  sdz+10     7.08E-15           5  sdz+10 
2447  0.29038924475            5  rkp+11     2.12038E-13       17  rkp+11 
2448  0.00160740168480632      3  aft94      1.68515E-20        9  aft94 
2449  0.40608118100            1  bck+13     0.036E-15          1  bck+13 
2450  0.719161                22  slr+14                       0  

2451  0.27649748362           18  cn95       2.25E-16          12  cn95 
2452  0.421794                 3  cnst96                       0  
2453  0.6967605102             3  hlk+04     1.05139E-13        3  hlk+04 
2454  0.9050668203089         10  hlk+04     1.738783E-15       8  hlk+04 
2455  0.66587861963            4  lsb+17     0.0567E-15        12  lsb+17 

2456  2.11126473382            4  hlk+04     7.45504E-14        3  hlk+04 
2457  0.24095264193            1  bck+13     206.825E-15        4  bck+13 
2458  2.27966105858            4  hlk+04     2.56626E-14        6  hlk+04 
2459  0.615033894871           4  nab+13     0.2808E-15         3  nab+13 
2460  0.30794290464            2  bck+13     2.99E-15           1  bck+13 

2461  0.580871337031           3  hlk+04     4.601E-17          3  hlk+04 
2462  0.16369523645            9  nab+13     24.872E-15         9  nab+13 
2463  0.32572436605            5  ebvb01     1.37E-16           7  ebvb01 
2464  0.4587348258074          6  clm+05     0.33244E-15       12  clm+05 
2465  4.634                    7  kkl+15                       0  

2466  0.024497388545933       10  akc+13     9.611E-19          3  akc+13 
2467  0.60820531457            1  nab+13     15.604E-15         1  nab+13 
2468  0.58919550332            6  cn95       5.395E-15          4  cn95 
2469  1.43836860189            2  nab+13     1.468E-15          2  nab+13 
2470  0.005223271016746625     9  abb+18     4.8250E-21         3  abb+18 

2471  0.5653693451984          6  nab+13     0.09072E-15        2  nab+13 
2472  1.44244752060            1  nab+13     3.616E-15          1  nab+13 
2473  0.931733093470           4  nab+13     1.7857E-15         1  nab+13 
2474  0.54400187061            3  blr+13     5.475E-16         18  blr+13 
2475  0.5801872690010         34  lbr+13     6.007E-16         24  lbr+13 

2476  0.2760276934460          5  nab+13     0.15194E-15        4  nab+13 
2477  0.2301936138595         10  hlk+04     8.851045E-15       8  hlk+04 
2478  2.3032990816             9  cn95       5.1E-16            5  cn95 
2479  0.064940388241514        6  gsf+11     4.0063E-19         6  gsf+11 
2480  0.002896215816722975    11  abb+18     7.9931E-21         7  abb+18 

2481  0.537143086032           2  naf03      0.99555E-15        5  naf03 
2482  0.1667491790418          9  cwp+17     1.35985E-15        3  cwp+17 
2483  0.403619                12  slr+14                       0  
2484  0.5579534804225          7  hlk+04     1.481058E-16      16  hlk+04 
2485  0.3876640866385          8  nab+13     1.83649E-15        2  nab+13 

2486  0.00393452408033124     11  nss01      7.0237E-21        12  nss01 
2487  0.103740952074           4  aaa+09d    9.57209E-14        7  aaa+09d 
2488  0.26531766093            5  rkp+11     5.4682E-14         3  rkp+11 
2489  0.3434021577860         13  hlk+04     1.894195E-15      13  hlk+04 
2490  0.048578779636          24  apk14      8.61E-14           2  apk14 

2491  0.529196917808          17  hlk+04     3.06337E-15        5  hlk+04 
2492  0.372619054536           3  hlk+04     2.512052E-15      17  hlk+04 
2493  1.262                    0  hrk+08                       0  
2494  0.398173021652           2  lcx02      2.028E-16          2  lcx02 
2495  1.099651368044           7  jsb+09     3.094E-16          4  jsb+09 

2496  0.515229                14  slr+14                       0  
2497  0.1767074151138          7  pga+12     4.85753E-15        7  pga+12 
2498  1.216804657740          12  hlk+04     1.231961E-14       9  hlk+04 
2499  0.630512646679           4  hlk+04     8.8535E-16         3  hlk+04 
2500  0.2001285881663         17  ckr+12     6.5001E-15         3  ckr+12 

2501  0.22707017739            3  pga+12     6.4843E-15        11  pga+12 
2502  0.579                    0  hrk+08                       0  
2503  0.14324647              19  hnl+17     1.13E-14           3  hnl+17 
2504  5.01339800063           90  lbr+13     1.013E-14         78  lbr+13 
2505  0.00594895754032859     18  abb+18     1.1130E-20        15  abb+18 

2506  1.28171902379           12  blr+13     4.55E-16           6  blr+13 
2507  1.35872676315            2  bck+13     2.090E-15          2  bck+13 
2508  2.0743770781             5  dtms88     2.04E-15           1  dtms88 
2509  0.61871508419            5  hlk+04     4.5024E-15         4  hlk+04 
2510  0.16                     0  hrk+08                       0  

2511  1.5772861505             3  dsb+98     4.134E-15          4  dsb+98 
2512  1.424568215153          11  hlk+04     9.4418E-16         9  hlk+04 
2513  0.865606225032           4  lxf+05     0.5949E-15         6  lxf+05 
2514  0.002379878923889762     3  abb+18     5.24370E-21       12  abb+18 
2515  0.09613056295            5  rtj+96     1.27E-15           1  rtj+96 

2516  0.588                    0  hrk+08                       0  
2517  1.3927154635             2  snk96      6.3E-16            4  snk96 
2518  0.3955551117394          5  clm+05     0.19520E-15        7  clm+05 
2519  0.031681843248534       11  bcf+17     5.883E-19          5  bcf+17 
2520  1.5469381168652         17  hlk+04     1.471483E-15      17  hlk+04 

2521  1.1382856833155         12  hlk+04     1.82318E-16       12  hlk+04 
2522  0.476734842147           7  hlk+04     1.112160E-14       4  hlk+04 
2523  0.00429                  0  rap+12                       0  
2524  0.445944557385           4  jsb+09     4.17572E-15       16  jsb+09 
2525  1.961572303613          12  hlk+04     1.095816E-14       4  hlk+04 

2526  0.2839009641977         10  naf03      0.01516E-15        2  naf03 
2527  1.2210199818             9  bfrs18     5.0E-16            3  bfrs18 
2528  0.00450864182000643     11  svf+16     1.2733E-20         7  svf+16 
2529  0.00199                  0  cck+16                       0  
2530  0.11926775831844        12  bfrs18     2.865E-19         10  bfrs18 

2531  0.0125862753143500      16  bcf+17     1.7228E-19        10  bcf+17 
2532  0.341336231373           4  dmk+93     1.957E-16          2  dmk+93 
2533  0.8151811027646          8  hlk+04     1.340139E-15       8  hlk+04 
2534  0.3195611745            11  sdz+10     4.08E-15          11  sdz+10 
2535  0.2215076382770          3  hlk+04     3.691271E-16      20  hlk+04 

2536  1.19                     0  hrk+08                       0  
2537  3.74663                  0  dsm+16                       0  
2538  0.405737                11  slr+14                       0  
2539  2.30487883766            4  kkl+15     5.2190E-15         6  kkl+15 
2540  1.4231018383             2  dsb+98     3.503E-15          3  dsb+98 

2541  0.4148705368737          6  hlk+04     8.6210E-17         6  hlk+04 
2542  3.9538529596             6  blr+13     3.24E-15           2  blr+13 
2543  4.061                    0  hrk+08                       0  
2544  0.157829924735          10  pga+12     1.430393E-13       8  pga+12 
2545  1.2028517540847         12  hlk+04     2.622965E-15       9  hlk+04 

2546  1.014684793189           5  hlk+04     7.14612E-16       12  hlk+04 
2547  0.5521697               88  slr+14                       0  
2548  0.4401530669475         14  hlk+04     2.89263E-16       10  hlk+04 
2549  0.1388657               13  slr+14                       0  
2550  0.694053479086           3  hlk+04     7.6801E-16         3  hlk+04 

2551  0.00493111494309662     15  rhc+16     2.05705E-20        8  rhc+16 
2552  0.32577128742           11  nmc81      2.26E-16           5  nmc81 
2553  0.00762                  0  hrm+11                       0  
2554  0.11066470446904         5  jcj+06     -0.0210281E-15     2  jcj+06 
2555  0.05613303552473         9  jcj+06     0.0095406E-15      6  jcj+06 

2556  0.03052929614864         1  jcj+06     0.00498789E-15     2  jcj+06 
2557  0.0048028043457          3  and93      -1.075E-18        12  and93 
2558  0.00465143521539        13  and93      1.78E-19           7  and93 
2559  0.00402704270710        15  and93      3.2E-20            8  and93 
2560  0.037660166953           8  and93      2.0E-18            5  and93 

2561  0.0067433942397          3  and93      2.4E-20           13  and93 
2562  0.00372634848386723      3  rhc+16     2.085328E-20      20  rhc+16 
2563  1.22723540015            6  rsm+13     1.6E-17            3  rsm+13 
2564  1.75087                 14  slr+14                       0  
2565  0.696                    0  hrk+08                       0  

2566  0.312470                 3  cnst96                       0  
2567  1.08351351364            2  snt97      1.421E-15          2  snt97 
2568  0.282849345409          16  pga+12     1.7857E-15        16  pga+12 
2569  0.0110193290688805      67  rsb+04     -5.181E-20        20  rsb+04 
2570  0.012986381              3  rsb+04                       0  

2571  9.42822888              10  kk09b      4.1E-14           18  kk09b 
2572  8.509827491              3  ymj99      4.96E-16           5  ymj99 
2573  0.00504                  0  bcm+15                       0  
2574  0.01605242391938130     15  dcl+16     2.9788E-20         3  dcl+16 
2575  0.38014034472            2  btd82      1.681E-16          7  btd82 

2576  0.3322056715409         18  hlk+04     1.0105979E-14     15  hlk+04 
2577  0.593533613              3  lwf+04     0.708E-15          3  lwf+04 
2578  1.34335                  2  kbj+18                       0  
2579  1.3433614881             1  kmk+18     0.613E-15          8  kmk+18 
2580  1.6090199964             6  lwf+04     0.9164E-15         9  lwf+04 

2581  1.030002112040           7  hlk+04     1.24089E-15        5  hlk+04 
2582  1.373654387              2  nmc81      4.23E-15          10  nmc81 
2583  0.49814907254            2  cn95       1.42E-17          10  cn95 
2584  1.525265633965          12  hlk+04     3.43256E-15        7  hlk+04 
2585  0.745                    0  hrk+08                       0  

2586  0.0847                   0  dsm+13                       0  
2587  0.93801422813           10  cn95       9.00E-16           7  cn95 
2588  0.322673549948           5  bck+13     0.397E-15          4  bck+13 
2589  0.6369852               85  slr+14                       0  
2590  0.933161074780           6  jml+09     6.9878E-15         6  jml+09 

2591  2.05743                 13  slr+14                       0  
2592  1.004592528853           4  hlk+04     4.9517E-16         4  hlk+04 
